title,authors,year,eric_id,eric_page,abstract,in_dataset
Defining Success for Students with Autism Spectrum Disorder: Social Academic Behavior in Secondary General Education Settings.,"McKenney, Elizabeth L. W.; Stachniak, Catherine; Albright, Jordan; Jewell, Jeremy D.; Dorencz, Julie M.",2016,EJ1109815,https://eric.ed.gov/?id=EJ1109815,"An exploratory, observation-based study sought to strengthen understanding of the development of social communication skills that facilitate academic success, particularly within general education settings. Sixteen middle and high school students with Autism Spectrum Disorders (ASD), all of whom participated in at least one period per day of core academic instruction in a general education classroom, were observed over a period of one to three months each. Frequencies of five appropriate and three inappropriate social academic behaviors are described, in terms of their relative frequencies to one another, and their overall consistency over the course of observations. Students observed were more likely to engage in appropriate, facilitative behaviors within the classroom setting than they were to demonstrate communicative symptoms of ASD. Most social academic behaviors were demonstrated at consistent frequencies over time. Implications for educational decision-making, progress",
"""Do You Want This?"" Exploring Newcomer Migrant Girls' Peer Reception in Norwegian Day Care: Experiences with Social Exclusion through the Exchange of Self-Made Artefacts.","Kalkman, Kris; Hopperstad, Marit Holm; Valenta, Marko",2017,EJ1132496,https://eric.ed.gov/?id=EJ1132496,"This article approaches newcomer migrant girls' experiences with social competition and relational aggression. This the authors do through a detailed analysis of the interactional practices that a group of preschool-aged girls make use of as they socially exclude one of two newcomer migrant girls from participating in a sharing activity involving self-made artefacts. The data is drawn from ethnography combined with video recordings of natural and situated activities of the girls' interactions in a Norwegian day-care institution over the course of nine months. Combining structural and social-constructivist perspectives, the authors discuss how a day-care group is a social field comprising multiple subfields characterized by agents struggling over position and power. Overall, this article addresses another side of the generally accepted positive view of day care for migrant children, revealing how relational aggression might be embedded within seemingly harmless activities and set in",
Journalogue: Voicing Student Challenges in Writing through a Classroom Blog.,"Thomas, Suneeta",2017,EJ1125876,https://eric.ed.gov/?id=EJ1125876,"This study qualitatively analyzes the challenges presented by international undergraduate students in a freshman composition course at a large Midwestern university in the US. 15 students were divided into five groups, of three members each, with varying proficiency levels in writing. They were asked to submit reflections as journal/blog posts, on two assignments (each, a different genre). Each group was then asked to comment on their group members' reflections, while the teacher remained a silent observer, to ensure a stress-free environment. With a total of 30 blog posts, and 60 comments, the data was qualitatively coded to display major themes. It was found that the journal/blog posts described student challenges in writing, but also shared optimism for learner growth. Collaborative reflection and learning was accomplished through students' comments, which irrespective of language proficiency, showed identification with each other, and provided encouragement, and advice on how to",O
"Model Continuation High Schools: Social-Cognitive Factors That Contribute to Re-Engaging At-Risk Students Emotionally, Behaviorally, and Cognitively towards Graduation.","Sumbera, Becky",2017,EJ1161902,https://eric.ed.gov/?id=EJ1161902,"This three-phase, two-method qualitative study explored and identified policies, programs, and practices that school-site administrators perceived as most effective in reengaging at-risk students emotionally, behaviorally, and cognitively at 10 California Model Continuation High Schools (MCHS). Eccles' expectancy-value theoretical framework was used to gain insight on effective school context that supported at-risk students' developmentally appropriate expectancy for success and task-value beliefs towards graduation. Results indicated that MCHS had significant policies, programs, and practices that transformed disengaged at-risk students into graduates by breaking down the barriers of students' prior negative experiences and formed new expectancy and task-value beliefs through positive learning opportunities.",
"Investigating the Forms, Causes, Effects, and Solutions to Challenging Behaviours among Public Primary Schools in Ibadan South West, Oyo State, Nigeria.","Osiesi, Mensah Prince; Sanni, Kamorudeen Taiwo; Fajobi, Oluwatoyin Oluwafunke",2023,EJ1391723,https://eric.ed.gov/?id=EJ1391723,"This study investigated the forms, causes, effects, and solutions to challenging behaviours in primary schools in Ibadan South West Local Government Area of Oyo State, Nigeria. The qualitative research design of the case study type was used for the study. The study population consisted of pupils, teachers, and school heads. The purposive sampling technique was adopted to obtain the study sample. Four research questions were raised in the study. The focus group discussion (for pupils and teachers) and the key informant interview (for school heads) were the research instruments used for data collection. Data obtained were thematically analyzed. Findings from the study explicitly revealed the forms, causes, effects, and solutions to challenging behaviours among pupils in Oyo state primary schools. This study suggests that education stakeholders are to put their hands together in finding a lasting solution to the causes and effects of challenging behaviours in schools. Some of the",
Ecobehavioral Characteristics of Self-Contained High School Classrooms for Students with Severe Cognitive Disability.,"Kurth, Jennifer A.; Born, Kiara; Love, Hailey",2016,EJ1119842,https://eric.ed.gov/?id=EJ1119842,"This study investigated educational experiences for students with significant cognitive disability (SCD) taught in self-contained high school classrooms. Nineteen students and nine teachers across five high schools and four school districts participated. A time-sampling method was used to describe the ecological, teacher, and student behaviors of these classrooms. Field notes were collected and analyzed as well. Results revealed that students in these classrooms were often passively engaged and had few opportunities to learn from rigorous curriculum. Instructors engaged in few practices known to be effective in supporting the learning of students with SCD. Finally, the classrooms themselves were often distracting and demonstrated little evidence of specialized or effective instruction. Implications for teaching and research are included.",
Enhancing Behavioral Assessment: Utilizing the BASC-3 Student Observation System in Educational Settings in Qatar.,Maha Al-Hendawi; Fatima Al-Maadadi; Hanadi Al-Khater; Ali Alodat; Osamah Bataineh,2024,EJ1448650,https://eric.ed.gov/?id=EJ1448650,"Direct observation of classroom behavior in young children enriches our understanding of their behavior in its natural context, informing both assessment and intervention strategies to foster supportive learning environments. However, a notable gap in the literature concerning effective direct observation tools specifically designed for this purpose remains challenging. This observational study utilized the digital format of the The Student Observation System (BASC-3-SOS; Reynolds & Kamphaus, 2015), enabling behavior recording via smartphones, tablets, or laptops. We conducted observations for 43 young children aged four and five in classroom settings. Thirty of these children had been previously identified with behavioral problems via the Strengths and Difficulties Questionnaire (SDQ, Child Psychol Psychiatry Allied Discip. 38(5), 581-6, 1997), while 13 were considered typically developing. Each child was observed over three 20-min sessions, totaling 60 min per child. The",O
Examination of the Views of High School Teachers and Students with Regard to Discipline Perception and Discipline Problems.,"Sadik, Fatma; Yalcin, Onur",2018,EJ1170881,https://eric.ed.gov/?id=EJ1170881,"This research is a qualitative study comparatively examining the views of high school teachers and students related to discipline perception and discipline problems. The study has been realized at a vocational school during the 2014/2015 school term. Maximum diversity and criterion sampling methods have been followed for the formation of the study groups with 18 teachers and 16 students. The data collected through semi-structured interview forms has been evaluated by content analysis. As a result of the study, it has been observed that the teachers define discipline as a holistic system, self-control and providing the necessary learning environment, while the students define it as self-control, obeying the rules and respect. The participating teachers, who agreed on the idea that discipline does not mean bullying or passivizing the individuals, described rudeness, lack of interest in the lesson and misbehavior as disciplinary problems. According to the teachers, not fulfilling the",
Individual and Class Norms Differentially Predict Proactive and Reactive Aggression: A Functional Analysis.,"Frey, Karin S.; Higheagle Strong, Zoe; Onyewuenyi, Adaurennaya C.",2017,EJ1128909,https://eric.ed.gov/?id=EJ1128909,"Theory and research using a social-information processing framework indicate that reward-focused (proactive) aggression has different social consequences than defense-focused (reactive) aggression. Students use norms that identify expected and socially approved behaviors as guides to their own actions. Differences in social-cognitive processing characteristics and social status linked to each type of aggression may increase the relevance of some normative sources relative to others. This study fills a gap in the literature by examining the contributions of personal beliefs, classroom beliefs, and classroom rates of aggression to future proactive and reactive aggression. During fall and spring, we observed students' aggression on school playgrounds using a random subsample (n = 254) of consented students from 35 classrooms (Grades 3-6). We calculated classroom rates of proactive and reactive aggression from fall observations. Classroom means for beliefs endorsing retaliation were",
How Does Monitoring Set the Stage for Adaptive Regulation or Maladaptive Behavior in Collaborative Learning?.,"Sobocinski, Márta; Järvelä, Sanna; Malmberg, Jonna; Dindar, Muhterem; Isosalo, Antti; Noponen, Kai",2020,EJ1259743,https://eric.ed.gov/?id=EJ1259743,"In collaborative learning situations, monitoring is needed to maintain common progress toward shared goals. The present study aimed to analyze group-level monitoring events, as well as groups' reactions to these events, to identify instances of adaptive regulation and maladaptive behavior. Three dimensions of monitoring events were qualitatively coded from video data: the monitoring target, valence, and phase, which provided insight into identifying critical moments during the collaborative process when regulation is needed. By looking at what kind of monitoring the groups engaged in, and how the groups progressed after the need for regulation arose, different types of adaptive regulation and maladaptive behavior were distinguished. In addition, group-level physiological state transitions in the heart rate were explored to see whether changes in regulation (adaptive regulation and maladaptive behavior) were reflected in the state transitions. Nine groups of three students each",
"""I Am Not Clever, They Are Cleverer than Us"": Children Reading in the Primary School.","Scherer, Lexie",2016,EJ1094260,https://eric.ed.gov/?id=EJ1094260,"This paper examines the experiences of children learning to read in a multi-ethnic London primary school. The data are drawn from doctoral research, based on ethnographic fieldwork, with children aged six to seven years and ten to eleven years. Reading is revealed as a strongly emotional realm for children. The children are weak to resist teacher assessment of themselves, but nonetheless seek to create consoling narratives against what they perceive to be the negative identity of ""poor reader."" The data are distinctive, as resistance to school hierarchies and strong feelings about educational failure are manifested in the narratives of children as young as six years old.",
A University Supported Social Constructivist Model of Professional Development.,"Balfe, Tish; Ní Bhroin, Órla",2022,EJ1334695,https://eric.ed.gov/?id=EJ1334695,"The number of children diagnosed with autism both nationally and internationally is increasing dramatically. Development of social-communication abilities is a major difficulty for those on the Autism Spectrum (AS). Research highlights the positive impact of supporting parents to adopt facilitative communication strategies when interacting with their children on the AS. However, there is a paucity of research exploring the impact of enhancing knowledge and use of such strategies in schools. In response to this, a social constructivist model of professional development (PD) was developed and evaluated using a multiple case study of five different autism-specific classrooms in the Republic of Ireland. Findings indicate that the interactions within the classrooms changed, the adults' communication became mainly facilitative, the duration of positive shared engagement increased significantly, and the pupils' rate of communication increased, particularly their initiations. The More",O
Turning in or Tuning Out? Listening to Silences in Education for Critical Political Consciousness.,"Stauber, Leah S.",2017,EJ1140721,https://eric.ed.gov/?id=EJ1140721,"What happens when a team of university education researchers initiates a social justice learning project in a local high school, and--despite the overall project's considerable successes in cultivating students' critical political ""voice""--is confounded by the periodic, apparent ""silences"" of some of its young female students? Drawing on eight years of fieldwork in a groundbreaking high school social justice education classroom, this article examines the presumptions inherent in certain forms of social justice pedagogy, and the ways in which ensuing classroom disjunctures may, in fact, lead to deeper insights about education for youth critical social consciousness. The article focuses on two, interrelated issues: the unsettling and sometimes confounding ""silences"" of female students and the correlation between such silences and social justice educators' attenuated ability to recognize and support the myriad ways in which minority female students may",O
?ow Teachers' Instructional and Behavior Management Practices Relate to Students' Emotional and Behavioral Difficulties Following Teachers' Observations and Performance Feedback: An Initial Study of Greek Classrooms.,Maria S. Poulou; Linda A. Reddy; Christopher M. Dudek; Adam J. Lekwa,2024,EJ1454496,https://eric.ed.gov/?id=EJ1454496,"Addressing and managing the disruptive behavior of students is a major classroom management concern for teachers. These concerns become even more important when, in addition to normal classroom disruptions, teachers must also address the behaviors of students' at risk for emotional and behavioral difficulties. Although ample bodies of evidence-based instructional and behavior management practices exist, teachers have expressed difficulties implementing these practices into their daily classroom praxis. One method for supporting teachers' practice implementation is through ongoing classroom observations that measure classroom practices and yield data to support direct implementation feedback to teachers. The current study investigated relations between observational assessment of instructional and behavior management practices and students' emotional and behavior risk as part of a brief observation and feedback process. We also examined how brief teacher performance feedback may",
Pretend Play in Pre-Schoolers: Need for Structured and Free Play in Pre-Schools.,"Mohan, Megha; Celshiya, Reenu; Karuppali, Sudhin; Bhat, Jayashree S.; Anil, Malavika A.",2022,EJ1339338,https://eric.ed.gov/?id=EJ1339338,Background: Pretend play is a form of play that involves nonliteral actions. There are limited studies reporting the developmental trends of pretend play behaviours of typically developing pre-schoolers. This knowledge would be beneficial in the early identification of deviations in pre-schoolers who have or are at risk of developing developmental disabilities. Aim: The present study aimed to describe the developmental trends in pretend play skills across different age groups of pre-schoolers. The study also aimed to understand the differential patterns in pretend play observed across the Free Play and Structured Toy Play scenarios. Setting: This study was conducted on pre-schoolers in a classroom of the school. Method: The study followed a cross-sectional study design. Forty-eight participants were recruited for the study and were divided into four groups. A video recording of the child's pretend play skills was recorded using a Sony-HDRCX405 camcorder in Free Play and Structured,O
Preschool Children's Beliefs about the Acceptability of Relational and Physical Aggression.,"Swit, Cara S.; McMaugh, Anne; Warburton, Wayne A.",2016,EJ1098897,https://eric.ed.gov/?id=EJ1098897,"This research examined differences in beliefs about the acceptability of aggression and behavioral responses to aggression of preschool-aged children. Two groups, identified from teacher ratings, participated in the research. One group of children exhibited relationally aggressive behaviors, and a comparison group was identified with non-aggressive behaviors. Children's social skills were assessed through observations. Beliefs about the acceptability of aggression and behavioral responses to aggression were assessed using four vignettes presented with toy figures. Children were encouraged to use the figurines to verbalize or enact responses. Children's responses were analyzed and could be categorized as problem-solving or aggressive responses. There were no significant differences between groups on beliefs about the acceptability of aggression. However, younger children held more accepting beliefs about aggression. The methodological technique identified that relationally aggressive",
Text Engagement & Reading Strategy Use: A Case Study of Four Early Adolescent Students.,"Bippert, Kelli",2020,EJ1261804,https://eric.ed.gov/?id=EJ1261804,"To address the needs of middle school students who experience difficulty with reading, students are often placed in reading intervention programs to improve literacy skills. This study explores the question: in what ways do students successfully and unsuccessfully use self-initiated comprehension strategies in their efforts to engage with challenging texts? A case study of four seventh-grade students gives insight to how students engage with difficult texts through self-selected strategies. Placing an emphasis on students' strengths, building positive student relationships, and valuing students' abilities can encourage adolescents to transcend beyond deficit labels.",
"""Understand the Child Better:"" Using Retrospective Miscue Analysis to Engage Children of Color in Meaningful Reading Conversations.","Wang, Yang; Grieve, Ellen Leigh Seale",2019,EJ1223447,https://eric.ed.gov/?id=EJ1223447,"To help teachers notice minority students' reading process, strategy use, and strengths and independently analyze assessment data regarding students' literacy skills and instructional decisions the instructor introduced retrospective miscue analysis (RMA) as an assessment and instructional tool. This study investigated how teachers could encourage children from diverse backgrounds to read and build their confidence as readers, how teachers could explore the children's reading to ensure they are reading for meaning, and how teachers facilitated all students' thinking. As of 2014, 49.5% of enrolled students in public school were White, 25.4% were Hispanic, and 15.5% were Black (McFarland et al., 2017). This study also focused on White literacy teachers using RMA with children of color who struggle with reading. The purpose was to explore what these teachers learned from conducting RMA with children of color. The inquiry questions were: (1) What did literacy teachers learn about",
Training Preparatory Mathematics Students to Be High Ability Self-Regulators: Comparative and Case-Study Analyses of Impact on Learning Behavior and Achievement.,"Miller, Chyna J.; Bernacki, Matthew L.",2019,EJ1234067,https://eric.ed.gov/?id=EJ1234067,"The ability to self-regulate learning (SRL) is a skill theorized to transfer across learning environments. Students with this ability can consider a learning task, identify a goal, develop a plan to achieve it, execute that plan, and monitor and adapt learning until the goal is met. This paper examines the educational implications of developing the SRL expertise of high and typical-ability students, as operationalized by high school performance, who entered college and struggled with mathematics in their 1st year. Students who initially failed a 6-week intensive college math course completed a 3-h SRL training mid-semester and re-engaged in math learning with an adaptive problem-solving program and resources hosted on a course website. Students trained to evaluate tasks, plan, employ cognitive strategies, and monitor learning behaved distinctly from those who completed a math refresher course. Non-parametric, comparative analyses revealed that SRL-trained students more efficiently",O
How Does Mindfulness Training Change the Narratives of Young People Identified as Having Behavioural Difficulties? An Exploratory Study.,"Ardern, Catherine",2016,EJ1121738,https://eric.ed.gov/?id=EJ1121738,"Previous research investigating the use of Mindfulness as an intervention has generally taken a quantitative approach, focusing on outcomes rather than processes. The purpose of this research was to develop an understanding of how and why Mindfulness training might influence young people. The study explored the changes in narratives that occur in young people following a Mindfulness intervention, in order to provide an understanding of how such an intervention might facilitate change. Five participants experiencing behavioural difficulties in school (n = 5, aged 11 to 14) took part in the ""Mindfulness for Schools"" intervention. Two of these participants were interviewed using a semi-structured interview schedule prior to and after the intervention. Interviews were analysed using a multi-faceted, staged approach to narrative analysis. Findings are discussed in terms of participants' changes in sense of self, self-compassion, use of Mindfulness language and non-judgemental",O
Types and Sequences of Self-Regulated Reading of Low-Achieving Adolescents in Relation to Reading Task Achievement.,"de Milliano, Ilona; van Gelderen, Amos; Sleegers, Peter",2016,EJ1096577,https://eric.ed.gov/?id=EJ1096577,"This study examines the relationship between types and sequences of self-regulated reading activities in task-oriented reading with quality of task achievement of 51 low-achieving adolescents (Grade 8). The study used think aloud combined with video observations to analyse the students' approach of a content-area reading task in the stages of orientation, text reading and answering questions. Results show that in general these low-achieving adolescents are infrequently monitoring their text comprehension or making connections with prior knowledge. Nevertheless, important differences are found between types and sequences of self-regulated reading activities related to task achievement. The low-achieving adolescents showing a straightforward linear approach to the task (orientation, reading of the whole text and finally answering of questions) yielded more success. In addition, readers demonstrating more activities directed at connections between text contents and prior knowledge",
Resolving a Teacher-Student Conflict: An Intrinsic Case Study.,"Isaacson, Atara",2016,EJ1085417,https://eric.ed.gov/?id=EJ1085417,"This article presents an episode that occurred during a semester-long academic course called: Conduct Problems and Class Navigation. It focuses on investigating the behavior of a student who, because of her uniqueness, was an interesting candidate for an intrinsic case study. This paper presents a distinctive way of handling an interfering and disruptive student in an academic course at the university. The description of the case takes the reader on a narrative journey and demonstrates a solution for the inappropriate behavior. The lecturer's persistent and consistent use of the ""bypass procedure"" demonstrates an on-site application of a teaching tool and her response influenced the student's behavior and achievement. This also caused the other students to be aware of basic rules concerning class conduct. The lecturer's conduct in this case can contribute to beneficial conduct during academic teaching. The novelty here is in the lecturer's modeling approach, which allows",O
Gender and Behavioural Differences in Kuwait Primary Schools.,"Almurtaji, Yousuf; Everatt, John; Almenaye, Nasser S.; Alazemi, Ahmad S.; Alradaan, Dalal Abdul Hadi",2018,EJ1181290,https://eric.ed.gov/?id=EJ1181290,"Previous studies have found significant differences between the classroom behaviour of boys and girls. Most are within a single broad cultural context and little work has been done within an Arabic/Kuwaiti one. The main aim was to investigate the differences in behaviour between boys and girls in Kuwait primary schools. Data were collected that provided comparisons across questionnaires between parent and teacher returns for over 430 students. Separate teacher observations of students (n = 671) and classroom researcher observations were also obtained. Significant differences were found across the scales, indicating higher levels of externalising misbehaviour among boys than girls. A comparison with three studies conducted in other cultural contexts using the same strengths and difficulties instrument as used in this study found similarities and differences in results between the behaviour of boys and girls.",
Differentiated Curriculum Design: Responding to the Individual and Group Needs of Students with Learning Difficulties with Self-Regulated Learning Strategies.,"Pui, Winnie Sin Wai",2016,EJ1128131,https://eric.ed.gov/?id=EJ1128131,"The purpose of this study was to explore special educational curriculum design at senior secondary school level and whether this helps to enhance the academic attainment and self-confidence of students with learning difficulties. An in-depth discussion focuses on lesson planning for the individual needs and group needs of students by implementation of self-regulated learning strategies, based on a case study in a special school in Hong Kong. A multiple methods research design was envisaged for the implementation phase of this participatory action research. Lesson observations, video recordings, teachers' diaries and students' interviews were collected during one academic year in a form 5 (equal to year 12 in the UK) classroom. It is suggested that curriculum design should include various elements: learning knowledge, values and attitudes, and generic skills. This differentiated curriculum design showed how subject learning targets could be responsive to both the individual and the",O
Math Is Like a Scary Movie? Helping Young People Overcome Math Anxiety.,"Kulkin, Margaret",2016,EJ1095916,https://eric.ed.gov/?id=EJ1095916,"Afterschool teachers who tutor students or provide homework help have a unique opportunity to help students overcome the social or emotional barriers that so often block learning. They can embrace a creative and investigative approach to math learning. Margaret Kulkin's interest in being a math attitude ""myth-buster"" led her to apply to a STEM-focused National Afterschool Matters Practitioner Fellowship, an 18-month professional development opportunity offered by the National Institute on Out-of-School Time. During that fellowship, she developed and administered a student survey, developed new student-centered curriculum, and conducted the case studies that inform this article. Her quest was to chip away at the ""math is hard"" idea to show students that math is accessible to all. Math learning starts early, as children discover quantity and measurement by filling up and pouring out containers, create patterns by drawing pictures, or explore numbers by counting days",
Descriptive Analysis of the Instructional Control of Teachers in a Classroom of Students with Behavioral Disorders.,"Eldar, Eitan; Ayvazo, Shiri; Hirschmann, Michal",2018,EJ1174897,https://eric.ed.gov/?id=EJ1174897,"Classroom management still remains a topic of major apprehension for teachers, and especially for those teaching students who display challenging behaviors. This paper presents an empirical examination that supplemented an exceptional project of the ministry of education in a small Middle-East country to support students with severe problem behaviors in a unique self-contained classroom. The paper conceptualizes classroom management as instructional stimulus control manifested by superior identification of the discriminative stimulus, repertoire of responses, timing, and latency. The purpose of this study was to assess teachers' instructional control by identifying and measuring co-variations between their behaviors and students' behaviors. The teachers interchangeably taught a class of 12 boys, age 8-10 with severe problem behaviors. The variables measured were teaching behaviors (e.g., type of interaction with the students, reaction time, and proximity) and students' inappropriate",O
"""It Ain't Hard No More!"" Individualizing Instruction for Struggling Readers.","Stover, Katie; Sparrow, Amanda; Siefert, Bobbi",2017,EJ1120843,https://eric.ed.gov/?id=EJ1120843,"Despite sound instructional practices to develop foundational reading skills with young learners, numerous learners continue to lag behind in literacy learning. Many do not view themselves as readers, lack motivation, and become disengaged with learning in general. This article shares a research-based instructional framework developed by one of the authors, Amanda Sparrow, who tutored a struggling reader. An attitudinal survey was included that revealed the tutee's interest in tractors and dump trucks. With this information, the tutee's interests and differentiated instruction to meet his unique learning needs were considered. Consequently, the tutee eagerly engaged in learning and, ultimately, developed his self-efficacy as a reader. The authors posit this instructional approach may inform mainstream teachers who continue to seek ways to improve the literacy success of all learners.",
Holding Space for Literate Identity Co-Construction.,"Hikida, Michiko",2018,EJ1179617,https://eric.ed.gov/?id=EJ1179617,"Many students of color who are also identified as ""struggling"" readers are likely to have negative experiences in school. In this article, I discuss the findings of a case study examining how reader identities emerged in and through language for such students. The discourse data analyzed here concern an interactional pattern in which the focal students and their teacher collaborated in disrupting identities of deficiency, and instead constructed literate identities within whole-group discussions of text. These findings highlight moments of agency from students marginalized in schools and point toward ways that teachers and students can collaboratively create space for students' literate voices to be heard.",O
Positive Behavioral Interventions and Supports in High Schools: A Case Study from New Hampshire.,"Malloy, JoAnne M.; Bohanon, Hank; Francoeur, Kathryn",2018,EJ1175883,https://eric.ed.gov/?id=EJ1175883,"The quality of a school's social environment is critically related to student outcomes, including academic performance, attendance, student behavior, and high school completion rates. New Hampshire engaged in a dropout prevention initiative between 2006 and 2012 that focused on implementation of the multitiered Positive Behavioral Interventions and Supports (PBIS) framework combined with an intensive, student-driven school-to-adult life transition intervention for the highest-need youth. This article presents a case study of how one high school in New Hampshire implemented PBIS at all three tiers of support: schoolwide, targeted, and intensive. The case study includes a description of practices implemented by the school, school- and student-level outcomes pre- and postimplementation, the coaching and training support provided to school staff, and successes and challenges experienced by the school. The discussion ends with recommendations for practice and research of PBIS",O
In It for the Long Haul: Parent-Teacher Partnerships for Addressing Preschool Children's Challenging Behaviors.,"Kuhn, Miriam; Marvin, Christine A.; Knoche, Lisa L.",2017,EJ1148773,https://eric.ed.gov/?id=EJ1148773,"The ""Getting Ready"" intervention aims to strengthen parent-teacher partnerships to promote positive child outcomes. This study focused on the team process and social validity of the intervention when young children displayed challenging behaviors. Qualitative analysis yielded seven themes that provided a rich description of the preschool experiences of four children, their parents, and the preschool teachers and Early Intervention (EI) coaches serving them. Parent-professional partnerships, positive parent-child interactions, and team members' engagement in collaborative problem solving and planning were reported. The social validity of the ""Getting Ready"" intervention was confirmed by participants valuing the academic and behavioral goals established for children, the parents' partnerships with teachers to address chronic behavioral challenges, and reports of the durability of intervention impacts as three children completed kindergarten.",
Doing It MySELF: A Protocol Supporting Young Adults in Managing Their Behavior.,"Clouse, Diane E.; Bauer, Anne M.",2016,EJ1118438,https://eric.ed.gov/?id=EJ1118438,"Self-advocacy, self-management, self-regulation, and self-knowledge are complex terms, often considered forms of self-determination. Whatever term you may use, helping young adults with intellectual disability (ID) make authentic decisions about their own goals and behaviors often results in passive agreement. Even though advancing self-determination is considered best practice in transition planning for students with ID, teachers, paraprofessionals, and parents may have a difficult time transferring control. This shift is especially true when the goals expressed by the student are not the same as that of teachers, parents, or staff. Teachers and parents may become frustrated with the amount of time needed to support a student with ID in the decision-making and problem-solving processes and in that frustration, make the decision themselves. This, unfortunately, leaves most young adults with ID with little input in the intervention process and limited experience as the causal agent",O
Ripples of Hope: Learning to Support Student Behaviour from the Pedagogical Practice of a Flexi-School for Marginalised Youth.,"Brunker, Nicole; Lombardo, Marissa",2021,EJ1296187,https://eric.ed.gov/?id=EJ1296187,"Student behaviour is a high priority for Pre-Service Teachers and Early Career Teachers. This article shares a view into a journey taken in the step from Pre-Service Teacher to Early Career Teacher. Driven by rising questions that challenged the norm of behaviour management presented through Initial Teacher Education and schools, this teacher looked inside a Flexi-school for marginalised youth to consider how pedagogical approaches are enacted. Existing to support young people who have experienced exclusion from mainstream schools, Flexi-schools provide an environment predicated on doing things differently to support student wellbeing and re-engagement in education. Through an holistic approach to students, this Flexi-school positions student behaviour as a pedagogical consideration, rather than a challenge to be managed. This narrative based case study offers an opportunity to see the ripples of hope created in one Flexi-school epitomising the holistic aims of restorative practices,",
Experiences of Pre-School Children and Their Teachers Regarding Class Rules and Behavior Management: A Case Study = Okul öncesi dönem çocuklarinin ve ögretmenlerinin sinif kurallari ve davranis yönetimine iliskin deneyimleri: Bir durum çalismasi.,"Yildiz, Cansu; Atis-Akyol, Nevra; Ata Dogan, Selda; Akman, Berrin",2020,EJ1263647,https://eric.ed.gov/?id=EJ1263647,"The aim of the study is to determine experiences of children attending a preschool class and their teacher about class rules, desirable and undesirable behaviors and strategies followed by the teacher concerning these behaviors. The study is a case study, which is one of the qualitative research methods. The participants were 14 children attending a class for 5 year-olds in an independent kindergarten and the teacher of the class. Semi-structured interview technique was used in the study. In addition, in two of the questions in the interview, the students were asked to draw pictures to help them describe their experiences in more detail. The data in the study were analyzed by content analysis, categorized by coding, and themes and sub-themes were obtained. As a result of the research, it was found that the opinions of the children and their teachers about class rules and undesirable behaviors were in parallel with each other. The study revealed that the experiences of children and",O
Misery in Dark Shadows behind the High Achievement Scores in South Korean Schooling: An Ethnographic Study.,"Kwon, Soonjung; Kristjánsson, Kristján; Walker, David I.",2017,EJ1124880,https://eric.ed.gov/?id=EJ1124880,"This article explores some of the hidden background behind the highly praised school results in South Korea. An ethnographic case study is used to cast light on how schooling is actually experienced by South Korean students. Two main results are reported from these data. First, evidence is presented of damaging ""cultural elements"" such as internalised norms of resistance and conformity, symbolised helplessness, studying without any interest in controversial issues, an internalised culture of ""dealing"" and widespread playing with mobile phones, sleeping and applying make-up in class. Second, evidence is presented of an ""institutionalised school violence"" involving mechanisms of control, abusive and violent everyday language, explicit school violence and delinquent/deviant behaviour. The article concludes that there is something ""unique"" and ""deeply disturbing"" about institutionalised violence in South Korean schools and that the",O
Teaching Children with Autism Reading Comprehension Skills Using Online Reading Instruction: Preliminary Evaluation of Headsprout Reading Comprehension.,"Grindle, Corinna; Kurzeja, Olivia; Tyler, Emily; Saville, Maria; Hughes, J. Carl; Hastings, Richard P.; Brown, Freddy Jackson",2020,EJ1263357,https://eric.ed.gov/?id=EJ1263357,"Children with autism often exhibit difficulties with reading comprehension. Recent studies have demonstrated positive outcomes for typical learners from the internet-based reading comprehension program, Headsprout Reading Comprehensiont. In the present study, a preliminary evaluation of HRC was conducted with six children with autism. The primary aim was to investigate whether it would be feasible to use HRC with children with autism and whether any adaptations to the standard teaching procedure and extra support would be needed. A secondary aim was to investigate the potential of HRC to improve reading comprehension skills. The study used a multiple case series design with six children. Results are discussed with reference to increased reading comprehension ability in the six children and the practical strategies required to support children with autism so that they may benefit from the program.",O
Three Cultural Models of Teacher Interaction Valued by Mexican Students at a US High School.,"Andrews, Micah",2016,EJ1085891,https://eric.ed.gov/?id=EJ1085891,"Using students' interviews as data source, this study explores the interactional experiences of several Mexican students at a US high school in the Midwest with their teachers and discusses how three cultural models of teacher interaction valued by the students impact their affiliation, motivation, and engagement with school. Emphasis is given to the students' voices to explore how teachers are perceived by them. The study found that several teachers displayed negative stereotypes influenced by cultural and social biases toward Mexicans and the anti-immigrant climate in society. Insights are provided regarding the manner in which Mexican students' teacher interaction influences their high drop out rate, their low academic achievement, and their low graduation statistics. The findings suggest that there is an urgent need to improve teachers' cultural awareness and cultural sensitivity toward Mexican students.",
